image_id,brick_type,wall_age,mortar_type,exposure,humidity,load_bearing,length_growth_mm,width_growth_mm
crack_0337,fly_ash,26,cement_lime_mix,indoor,medium,True,14.202145251405378,1.0256023969571246
crack_0338,clay,17,lime,outdoor,low,False,39.58727260665016,1.6893505808753673
crack_0339,concrete,10,cement_lime_mix,indoor,low,True,20.491476202949563,0.3536173902960891
crack_0340,concrete,59,cement,outdoor,medium,False,50.0,2.0
crack_0341,fly_ash,24,cement_lime_mix,outdoor,low,False,34.93139867308717,1.6697358835950928
crack_0342,sand_lime,2,cement,outdoor,high,False,13.348316016594955,1.2608209557326002
crack_0343,fly_ash,35,cement,indoor,medium,False,31.98589961076981,1.0084286852815858
crack_0344,sand_lime,58,lime,outdoor,medium,False,50.0,2.0
crack_0345,concrete,24,cement,outdoor,high,True,50.0,2.0
crack_0346,engineering_brick,15,cement,outdoor,high,False,15.430073953571375,0.6905926132382727
crack_0347,engineering_brick,21,lime,outdoor,high,True,20.372084712110944,1.9597715585401814
crack_0348,fly_ash,14,cement_lime_mix,indoor,high,True,14.387573789094981,0.31157150865289324
crack_0349,engineering_brick,41,cement,indoor,medium,False,16.22444807844145,1.0090841889445714
crack_0350,engineering_brick,21,cement,indoor,high,True,37.78095126886328,1.608776591483415
crack_0351,sand_lime,4,lime,outdoor,low,False,29.689704004857376,2.0
crack_0352,engineering_brick,1,lime,outdoor,medium,True,39.58587578974344,1.1039850555707407
crack_0353,clay,35,lime,outdoor,medium,True,40.46023303086941,1.9628316852682384
crack_0354,clay,41,lime,indoor,high,True,45.09837385812096,2.0
crack_0355,fly_ash,2,lime,outdoor,low,True,39.09995193990488,1.9888641958467967
crack_0356,engineering_brick,22,cement,indoor,high,True,21.453686947793987,0.6697306465431355
crack_0357,concrete,29,cement_lime_mix,indoor,medium,False,21.83085961568875,0.2989158700962644
crack_0358,clay,6,cement,outdoor,high,True,50.0,0.8145276780460854
crack_0359,fly_ash,21,cement,indoor,medium,False,26.247346361963196,0.19889759274842098
crack_0360,fly_ash,14,lime,indoor,high,False,35.09971746375974,0.5714869799248253
crack_0361,fly_ash,34,cement,indoor,high,False,34.87047465578374,0.7959453153748858
crack_0362,concrete,22,lime,outdoor,medium,True,50.0,2.0
crack_0363,clay,38,cement,indoor,low,True,22.83491719934148,0.9418514975469061
crack_0364,engineering_brick,30,cement,indoor,high,False,14.89284957258011,1.0646756817700782
crack_0365,concrete,48,lime,indoor,high,True,50.0,2.0
crack_0366,clay,11,cement,indoor,medium,False,9.52752299453695,1.6066767162807272
crack_0367,sand_lime,44,lime,indoor,medium,False,28.178037584411342,1.129578971257322
crack_0368,engineering_brick,48,lime,indoor,medium,False,33.88311751462819,1.7438542338854541
crack_0369,concrete,38,cement,outdoor,low,True,20.502723473894267,1.830204492625008
crack_0370,engineering_brick,59,cement,indoor,medium,True,12.053670420764222,0.42146206654296137
crack_0371,engineering_brick,52,lime,outdoor,medium,False,50.0,1.0492378138362908
crack_0372,sand_lime,5,lime,indoor,medium,True,50.0,2.0
crack_0373,concrete,42,cement,indoor,low,False,27.326456024853236,1.1567308406823982
crack_0374,clay,30,cement_lime_mix,indoor,medium,True,50.0,0.5247935364564805
crack_0375,sand_lime,52,cement,indoor,medium,True,50.0,1.2917215953333268
crack_0376,engineering_brick,46,cement,outdoor,high,False,50.0,2.0
crack_0377,concrete,25,cement,outdoor,medium,True,50.0,2.0
crack_0378,clay,51,lime,indoor,low,False,50.0,1.717913129961455
crack_0379,clay,5,cement,outdoor,low,True,44.07232305951853,0.319765697804161
crack_0380,engineering_brick,3,lime,indoor,medium,False,13.224114921843109,0.34269685408843015
crack_0381,clay,2,cement_lime_mix,indoor,high,True,50.0,1.7088518146200973
crack_0382,sand_lime,19,cement_lime_mix,indoor,high,False,29.702157309933423,2.0
crack_0383,clay,33,cement,outdoor,medium,True,50.0,0.5504960069030977
crack_0384,concrete,13,cement,indoor,high,False,25.63291463044354,0.539046563376327
crack_0385,engineering_brick,49,cement,outdoor,medium,True,16.130218139321844,1.6326301622760981
crack_0386,engineering_brick,7,cement,outdoor,low,False,18.10580748636879,0.9030748700341046
crack_0387,fly_ash,27,cement_lime_mix,outdoor,low,False,33.79569193438357,0.5495492910988579
crack_0388,concrete,25,lime,outdoor,high,False,50.0,2.0
crack_0389,engineering_brick,43,cement_lime_mix,outdoor,high,False,21.0196818684255,0.4854651997591752
crack_0390,sand_lime,11,lime,indoor,low,True,27.229855067599228,1.8463572722523842
crack_0391,fly_ash,6,cement,outdoor,high,False,22.671023773485807,0.8649090441771683
crack_0392,engineering_brick,44,cement_lime_mix,indoor,medium,False,18.581502190986818,0.9533594640165832
crack_0393,concrete,47,cement_lime_mix,outdoor,high,False,50.0,2.0
crack_0394,engineering_brick,51,cement,indoor,medium,False,23.919443443088177,0.9586865784790249
crack_0395,engineering_brick,9,cement_lime_mix,indoor,medium,True,34.318200963664815,0.2578254695320442
crack_0396,sand_lime,24,lime,indoor,high,True,50.0,2.0
crack_0397,clay,31,cement,indoor,low,True,37.69048866163088,0.9055917315421618
crack_0398,clay,6,cement_lime_mix,indoor,medium,False,43.55073223428335,0.6359891185924749
crack_0399,clay,12,cement_lime_mix,outdoor,low,False,19.30970120896988,0.9171322517767541
crack_0400,fly_ash,10,lime,outdoor,medium,True,31.972149612035487,0.6579610291293506
crack_0401,engineering_brick,21,cement,outdoor,low,True,16.812332430627663,0.2651868928790517
crack_0402,fly_ash,55,lime,indoor,high,True,50.0,0.8968155957815368
crack_0403,concrete,54,lime,outdoor,low,False,50.0,1.7618751434830984
crack_0404,concrete,3,cement,indoor,low,True,12.036452854303795,0.5131028395890682
crack_0405,clay,28,cement,indoor,high,True,50.0,0.7236179655795119
crack_0406,concrete,36,cement,outdoor,high,False,50.0,2.0
crack_0407,fly_ash,4,cement_lime_mix,outdoor,low,True,31.109019364054507,0.8188868555884986
crack_0408,clay,31,cement,outdoor,high,True,50.0,2.0
crack_0409,concrete,5,cement,indoor,medium,False,18.13855613492027,1.0155352315920463
crack_0410,engineering_brick,52,cement,indoor,medium,False,12.753550408827484,0.9256193489169636
crack_0411,concrete,2,cement,indoor,low,True,25.606988009785976,0.8798954554249082
crack_0412,concrete,50,cement_lime_mix,indoor,high,False,37.10397303698096,2.0
crack_0413,fly_ash,23,lime,indoor,medium,True,50.0,0.8229019536873683
crack_0414,concrete,45,cement_lime_mix,outdoor,high,True,50.0,2.0
crack_0415,clay,10,lime,outdoor,medium,False,46.37285973317,0.6031346496917287
crack_0416,clay,28,cement,indoor,low,False,40.87368853220864,0.21894239712174438
crack_0417,clay,31,cement,indoor,low,False,27.487425862787504,0.27234885739664727
crack_0418,sand_lime,59,lime,outdoor,low,True,50.0,2.0
crack_0419,fly_ash,59,lime,indoor,high,False,50.0,1.4613079883106803
crack_0420,sand_lime,16,lime,outdoor,low,False,31.414615098100036,2.0
crack_0421,clay,25,lime,indoor,low,True,50.0,1.8525093832213257
crack_0422,sand_lime,52,cement_lime_mix,outdoor,high,False,50.0,1.1976667620175567
crack_0423,engineering_brick,24,lime,indoor,low,False,16.332645465153586,0.5385374587474979
crack_0424,fly_ash,49,cement,indoor,low,False,31.061060432888684,0.3142579757034018
crack_0425,fly_ash,3,cement_lime_mix,outdoor,medium,True,30.355821773421596,1.482082088918695
crack_0426,engineering_brick,16,lime,outdoor,medium,True,19.351329345034475,2.0
crack_0427,concrete,26,lime,outdoor,high,True,37.50808217901638,2.0
crack_0428,sand_lime,24,lime,outdoor,low,True,41.199559914184924,1.3949705683677611
crack_0429,sand_lime,50,cement_lime_mix,indoor,high,False,39.85337563474944,2.0
crack_0430,clay,55,cement_lime_mix,indoor,high,False,50.0,2.0
crack_0431,concrete,36,cement_lime_mix,outdoor,medium,True,41.30219948252084,2.0
crack_0432,clay,37,lime,outdoor,medium,True,50.0,2.0
crack_0433,fly_ash,2,lime,indoor,low,False,11.515817127754179,0.18709407264844694
crack_0434,clay,59,cement,indoor,high,True,50.0,2.0
crack_0435,clay,26,cement_lime_mix,outdoor,medium,False,50.0,2.0
crack_0436,clay,31,cement,outdoor,low,True,46.60453847811014,2.0
crack_0437,fly_ash,40,cement,indoor,low,False,19.68544304018454,0.5173217964594898
crack_0438,concrete,24,cement_lime_mix,outdoor,high,False,25.52799907437174,1.4293117937033761
crack_0439,sand_lime,51,cement,indoor,medium,True,27.525956561431652,1.5049399365755687
crack_0440,engineering_brick,21,cement,indoor,medium,False,22.05513829744453,0.23160594217270183
crack_0441,sand_lime,47,cement,outdoor,high,False,50.0,1.370156547624234
crack_0442,sand_lime,58,lime,outdoor,medium,False,50.0,1.3876068873257992
crack_0443,engineering_brick,22,cement_lime_mix,outdoor,high,True,50.0,2.0
crack_0444,sand_lime,4,lime,outdoor,medium,False,50.0,2.0
crack_0445,clay,9,lime,indoor,low,False,13.130762509925544,0.7423386595780573
crack_0446,concrete,15,cement,indoor,medium,True,33.326069886060104,0.359766727846351
crack_0447,fly_ash,18,cement_lime_mix,indoor,medium,True,38.81237249356946,0.59068496247151
crack_0448,concrete,56,lime,indoor,low,True,35.391981895041575,1.284820703175871
crack_0449,clay,8,cement_lime_mix,outdoor,medium,True,50.0,2.0
crack_0450,clay,11,lime,indoor,low,False,28.675974725117243,1.1337760983706036
crack_0451,concrete,4,cement_lime_mix,outdoor,low,True,50.0,0.6399230411492585
crack_0452,fly_ash,38,cement,outdoor,high,True,50.0,1.2665141128887927
crack_0453,clay,10,cement_lime_mix,indoor,medium,False,14.489787197946427,1.1746809398581
crack_0454,concrete,9,cement,outdoor,high,True,50.0,1.5960945967051328
crack_0455,fly_ash,21,lime,indoor,low,False,28.126365204901145,0.2992859512645878
crack_0456,clay,26,cement_lime_mix,outdoor,medium,True,50.0,2.0
crack_0457,concrete,44,cement_lime_mix,indoor,high,True,46.72861155242198,2.0
crack_0458,fly_ash,41,lime,indoor,low,False,36.61165567888842,2.0
crack_0459,clay,6,cement,indoor,high,True,14.211418299132493,1.9309471051550164
crack_0460,engineering_brick,33,cement,indoor,high,True,47.82226285550591,0.27845849861706296
crack_0461,sand_lime,25,cement,outdoor,medium,True,30.63897413980145,1.4759193381517095
crack_0462,concrete,59,lime,indoor,medium,False,50.0,1.8275888311419786
crack_0463,clay,57,cement,indoor,high,False,50.0,1.6818852713754289
crack_0464,sand_lime,10,cement_lime_mix,outdoor,low,True,47.09406828303789,1.0658374227311407
crack_0465,fly_ash,13,cement_lime_mix,outdoor,medium,True,46.69204047587667,1.8275441894077715
crack_0466,engineering_brick,25,lime,indoor,medium,False,34.08289406029431,0.6486223377036543
crack_0467,concrete,14,cement_lime_mix,indoor,medium,False,34.17210901844575,0.650222031638909
crack_0468,engineering_brick,37,lime,outdoor,high,True,50.0,2.0
crack_0469,fly_ash,6,cement_lime_mix,indoor,high,True,34.127467158372504,1.145995590270503
crack_0470,concrete,17,lime,indoor,high,False,50.0,0.7014333530221669
crack_0471,clay,58,lime,outdoor,low,True,50.0,2.0
crack_0472,fly_ash,16,cement,indoor,low,True,17.12271550591966,1.0662748968370417
crack_0473,clay,44,cement,indoor,high,True,50.0,0.8416758391799837
crack_0474,fly_ash,9,cement,indoor,medium,False,9.756166415219408,0.4906635833375655
crack_0475,clay,9,cement_lime_mix,indoor,medium,False,22.45880142349383,1.0951726278417273
crack_0476,fly_ash,4,lime,indoor,high,True,31.23653642162976,0.4101569487754906
crack_0477,clay,47,cement,outdoor,high,True,50.0,1.0887147020874688
crack_0478,clay,25,cement_lime_mix,indoor,high,True,50.0,0.9739533048491308
crack_0479,concrete,39,cement_lime_mix,indoor,low,False,38.0991816778415,1.1800826333084042
crack_0480,clay,27,cement_lime_mix,indoor,low,True,27.473413056701542,2.0
crack_0481,concrete,33,cement_lime_mix,outdoor,medium,False,50.0,0.9284863833291029
crack_0482,concrete,22,cement,indoor,high,False,33.345828561030025,1.5986896910912682
crack_0483,sand_lime,14,cement_lime_mix,outdoor,high,False,33.941986745831336,1.7701339693882714
crack_0484,sand_lime,7,cement,outdoor,low,True,30.427928757075087,1.319123901019609
crack_0485,concrete,54,lime,indoor,medium,False,26.51689559794825,2.0
crack_0486,clay,38,cement,outdoor,low,False,44.746830750048254,0.6493076584019787
crack_0487,clay,4,lime,outdoor,high,False,50.0,2.0
crack_0488,engineering_brick,31,cement,outdoor,high,True,41.28323591568071,1.167063019395091
crack_0489,engineering_brick,8,cement_lime_mix,outdoor,high,False,39.97644840445531,1.1201092315644687
crack_0490,concrete,15,cement_lime_mix,outdoor,high,False,50.0,1.6678394805879813
crack_0491,clay,17,cement,indoor,low,True,30.380817118554308,1.3121542214573652
crack_0492,clay,36,cement_lime_mix,indoor,high,True,50.0,2.0
crack_0493,clay,45,cement,outdoor,medium,True,50.0,2.0
crack_0494,concrete,23,cement,indoor,medium,False,29.977051001939714,0.9380924329392464
crack_0495,sand_lime,17,cement,indoor,low,True,14.01848684039146,1.0389250010752504
crack_0496,engineering_brick,13,cement,outdoor,high,False,11.345527315338497,1.0057620367334392
crack_0497,fly_ash,44,lime,outdoor,low,True,38.23736689541837,2.0
crack_0498,engineering_brick,13,lime,indoor,medium,False,23.161934909778093,1.1488148990472224
crack_0499,clay,14,cement_lime_mix,outdoor,low,True,30.99080713576754,0.7955499721043927
